dt-timestamp,dt-xPos,dt-yPos,dt-angle,dt-speed,dt-isMoving,dt-distance,dt-bump,dt-light,dt-action,pt-timestamp,pt-xPos,pt-yPos,pt-angle,pt-speed,pt-isMoving,pt-distance,pt-bump,pt-light,pt-action,operation
16274847350,5.0,5.0,0.0,31.28,False,37,False,45,#Forward,16274847350,5.0015,5.0033,0.0,31.28,False,37,False,45,#Forward,Match
16274847360,5.278,5.0,0.0,31.28,True,40,False,45,#Forward,16274847360,5.2766,5.0036,0.0,31.28,True,40,False,45,#Forward,Match
16274847370,5.556,5.0,0.0,31.28,True,43,False,45,#Forward,16274847370,5.5553,4.9987,0.0,31.28,True,43,False,45,#Forward,Match
16274847380,5.834,5.0,0.0,31.28,True,46,False,45,#Forward,16274847380,5.8335,4.9982,0.0,31.28,True,46,False,45,#Forward,Match
16274847390,6.112,5.0,0.0,31.28,True,49,False,45,#Forward,16274847390,6.1167,4.9996,0.0,31.28,True,49,False,45,#Forward,Match
16274847400,6.39,5.0,0.0,31.28,True,52,False,45,#Forward,16274847400,6.3904,4.9963,0.0,31.28,True,52,False,45,#Forward,Match
16274847410,6.668,5.0,0.0,31.28,True,55,False,45,#Forward,16274847410,6.6648,5.0021,0.0,31.28,True,55,False,45,#Forward,Match
16274847420,6.946,5.0,0.0,31.28,True,58,False,45,#Forward,16274847420,6.9464,4.9997,0.0,31.28,True,58,False,45,#Forward,Match
16274847430,7.224,5.0,0.0,31.28,True,61,False,45,#Forward,16274847430,7.2192,4.9965,0.0,31.28,True,61,False,45,#Forward,Match
16274847440,7.502,5.0,0.0,31.28,True,64,False,45,#Forward,16274847440,7.5057,5.0009,0.0,31.28,True,64,False,45,#Forward,Match
16274847450,7.78,5.0,0.0,31.28,True,67,False,45,#Forward,16274847450,7.7822,4.9967,0.0,31.28,True,67,False,45,#Forward,Match
16274847460,8.058,5.0,0.0,31.28,True,70,False,45,#Forward,16274847460,8.0556,5.0003,0.0,31.28,True,70,False,45,#Forward,Match
16274847470,8.336,5.0,0.0,31.28,True,73,False,45,#Forward,16274847470,8.3338,4.9973,0.0,31.28,True,73,False,45,#Forward,Match
16274847480,8.614,5.0,0.0,31.28,True,76,False,45,#Forward,16274847480,8.6116,5.0032,0.0,31.28,True,76,False,45,#Forward,Match
16274847490,8.892,5.0,0.0,31.28,True,79,False,45,#Forward,16274847490,8.8921,5.0013,0.0,31.28,True,79,False,45,#Forward,Match
16274847500,9.17,5.0,0.0,31.28,True,82,False,45,#Forward,16274847500,9.1662,4.9955,0.0,31.28,True,82,False,45,#Forward,Match
16274847510,9.448,5.0,0.0,31.28,True,85,False,45,#Forward,16274847510,9.4447,5.0045,0.0,31.28,True,85,False,45,#Forward,Match
16274847520,9.726,5.0,0.0,31.28,True,88,False,45,#Forward,16274847520,9.7257,4.996,0.0,31.28,True,88,False,45,#Forward,Match
16274847530,10.004,5.0,0.0,31.28,True,91,False,45,#Forward,16274847530,10.0067,4.9986,0.0,31.28,True,91,False,45,#Forward,Match
16274847540,10.282,5.0,0.0,31.28,True,94,False,45,#Forward,16274847540,10.2774,5.0032,0.0,31.28,True,94,False,45,#Forward,Match
16274847550,10.56,5.0,0.0,31.28,True,97,False,45,#Forward,16274847550,10.5564,5.0024,0.0,31.28,True,97,False,45,#Forward,Match
16274847560,10.838,5.0,0.0,31.28,True,100,False,45,#Forward,16274847560,10.8415,4.9988,0.0,31.28,True,100,False,45,#Forward,Match
16274847570,11.116,5.0,0.0,31.28,True,103,False,45,#Forward,16274847570,11.1121,5.0044,0.0,31.28,True,103,False,45,#Forward,Match
16274847580,11.394,5.0,0.0,31.28,True,106,False,45,#Forward,16274847580,11.3948,4.9996,0.0,31.28,True,106,False,45,#Forward,Match
16274847590,11.672,5.0,0.0,31.28,True,109,False,45,#Forward,16274847590,11.6685,5.0007,0.0,31.28,True,109,False,45,#Forward,Match
16274847600,11.95,5.0,0.0,31.28,True,112,False,45,#Forward,16274847600,11.9487,4.997,0.0,31.28,True,112,False,45,#Forward,Match
16274847610,12.228,5.0,0.0,31.28,True,115,False,45,#Forward,16274847610,12.2234,5.0012,0.0,31.28,True,115,False,45,#Forward,Match
16274847620,12.506,5.0,0.0,31.28,True,118,False,45,#Forward,16274847620,12.5091,4.9996,0.0,31.28,True,118,False,45,#Forward,Match
16274847630,12.784,5.0,0.0,31.28,True,121,False,45,#Forward,16274847630,12.7872,4.9998,0.0,31.28,True,121,False,45,#Forward,Match
16274847640,13.062,5.0,0.0,31.28,True,124,False,45,#Forward,16274847640,13.0637,4.9985,0.0,31.28,True,124,False,45,#Forward,Match
16274847650,13.34,5.0,0.0,31.28,True,127,False,45,#Forward,16274847650,13.3426,5.003,0.0,31.28,True,127,False,45,#Forward,Match
16274847660,13.618,5.0,0.0,31.28,True,130,False,45,#Forward,16274847660,13.6174,4.9957,0.0,31.28,True,130,False,45,#Forward,Match
16274847670,13.896,5.0,0.0,31.28,True,133,False,45,#Forward,16274847670,13.8924,4.9976,0.0,31.28,True,133,False,45,#Forward,Match
16274847680,14.174,5.0,0.0,31.28,True,136,False,45,#Forward,16274847680,14.1751,5.0026,0.0,31.28,True,136,False,45,#Forward,Match
16274847690,14.452,5.0,0.0,31.28,True,139,False,45,#Forward,16274847690,14.4497,4.9996,0.0,31.28,True,139,False,45,#Forward,Match
16274847700,14.73,5.0,0.0,31.28,True,142,False,45,#Forward,16274847700,14.7333,4.9978,0.0,31.28,True,142,False,45,#Forward,Match
16274847710,15.008,5.0,0.0,31.28,True,145,False,45,#Forward,16274847710,15.0125,5.0049,0.0,31.28,True,145,False,45,#Forward,Match
16274847720,15.286,5.0,0.0,31.28,True,148,False,45,#Forward,16274847720,15.289,4.9957,0.0,31.28,True,148,False,45,#Forward,Match
16274847730,15.564,5.0,0.0,31.28,True,151,False,45,#Forward,16274847730,15.5606,5.002,0.0,31.28,True,151,False,45,#Forward,Match
16274847740,15.842,5.0,0.0,31.28,True,154,False,45,#Forward,16274847740,15.8429,5.0049,0.0,31.28,True,154,False,45,#Forward,Match
16274847750,16.12,5.0,0.0,31.28,True,157,False,45,#Forward,16274847750,16.1196,4.9979,0.0,31.28,True,157,False,45,#Forward,Match
16274847760,16.398,5.0,0.0,31.28,True,160,False,45,#Forward,16274847760,16.3933,5.0032,0.0,31.28,True,160,False,45,#Forward,Match
16274847770,16.676,5.0,0.0,31.28,True,163,False,45,#Forward,16274847770,16.6743,5.004,0.0,31.28,True,163,False,45,#Forward,Match
16274847780,16.954,5.0,0.0,31.28,True,166,False,45,#Forward,16274847780,16.9585,5.0007,0.0,31.28,True,166,False,45,#Forward,Match
16274847790,17.232,5.0,0.0,31.28,True,169,False,45,#Forward,16274847790,17.2328,4.9969,0.0,31.28,True,169,False,45,#Forward,Match
16274847800,17.51,5.0,0.0,31.28,True,172,False,45,#Forward,16274847800,17.5094,4.9982,0.0,31.28,True,172,False,45,#Forward,Match
16274847810,17.788,5.0,0.0,31.28,True,175,False,45,#Forward,16274847810,17.7886,5.0035,0.0,31.28,True,175,False,45,#Forward,Match
16274847820,18.066,5.0,0.0,31.28,True,178,False,45,#Forward,16274847820,18.0694,4.9983,0.0,31.28,True,178,False,45,#Forward,Match
16274847830,18.344,5.0,0.0,31.28,True,181,False,45,#Forward,16274847830,18.3444,4.9955,0.0,31.28,True,181,False,45,#Forward,Match
16274847840,18.622,5.0,0.0,31.28,True,184,False,45,#Forward,16274847840,18.6218,5.0044,0.0,31.28,True,184,False,45,#Forward,Match
16274847850,18.9,5.0,0.0,31.28,False,187,False,45,#Rotate,16274847850,18.896,5.0048,0.0,31.28,False,187,False,45,#Rotate,Match
16274847860,18.9,5.0,0.52,31.28,False,187,False,45,#Rotate,16274847860,18.896,5.0048,0.52,31.28,False,187,False,45,#Rotate,Match
16274847870,18.9,5.0,1.05,31.28,False,187,False,45,#Rotate,16274847870,18.896,5.0048,1.05,31.28,False,187,False,45,#Rotate,Match
16274847880,18.9,5.0,1.57,31.28,False,187,False,45,#Forward,16274847880,18.896,5.0048,1.57,31.28,False,187,False,45,#Forward,Match
16274847890,18.9,5.278,1.57,31.28,True,187,False,45,#Forward,16274847890,18.8987,5.2771,1.57,31.28,True,187,False,45,#Forward,Match
16274847900,18.9,5.556,1.57,31.28,True,187,False,45,#Forward,16274847900,18.8974,5.5586,1.57,31.28,True,187,False,45,#Forward,Match
16274847910,18.9,5.834,1.57,31.28,True,187,False,45,#Forward,16274847910,18.8995,5.8382,1.57,31.28,True,187,False,45,#Forward,Match
16274847920,18.9,6.112,1.57,31.28,True,187,False,45,#Forward,16274847920,18.9025,6.1073,1.57,31.28,True,187,False,45,#Forward,Match
16274847930,18.9,6.39,1.57,31.28,True,187,False,45,#Forward,16274847930,18.8981,6.3876,1.57,31.28,True,187,False,45,#Forward,Match
16274847940,18.9,6.668,1.57,31.28,True,187,False,45,#Forward,16274847940,18.8991,6.6651,1.57,31.28,True,187,False,45,#Forward,Match
16274847950,18.9,6.946,1.57,31.28,True,187,False,45,#Forward,16274847950,18.8958,6.95,1.57,31.28,True,187,False,45,#Forward,Match
16274847960,18.9,7.224,1.57,31.28,True,187,False,45,#Forward,16274847960,18.9016,7.2199,1.57,31.28,True,187,False,45,#Forward,Match
16274847970,18.9,7.502,1.57,31.28,True,187,False,45,#Forward,16274847970,18.8998,7.5008,1.57,31.28,True,187,False,45,#Forward,Match
16274847980,18.9,7.78,1.57,31.28,True,187,False,45,#Forward,16274847980,18.9017,7.7831,1.57,31.28,True,187,False,45,#Forward,Match
16274847990,18.9,8.058,1.57,31.28,True,187,False,45,#Forward,16274847990,18.9028,8.0591,1.57,31.28,True,187,False,45,#Forward,Match
16274848000,18.9,8.336,1.57,31.28,True,187,False,45,#Forward,16274848000,18.8967,8.3329,1.57,31.28,True,187,False,45,#Forward,Match
16274848010,18.9,8.614,1.57,31.28,True,187,False,45,#Forward,16274848010,18.8995,8.6122,1.57,31.28,True,187,False,45,#Forward,Match
16274848020,18.9,8.892,1.57,31.28,True,187,False,45,#Forward,16274848020,18.8955,8.8948,1.57,31.28,True,187,False,45,#Forward,Match
16274848030,18.9,9.17,1.57,31.28,True,187,False,45,#Forward,16274848030,18.8978,9.1723,1.57,31.28,True,187,False,45,#Forward,Match
16274848040,18.9,9.448,1.57,31.28,True,187,False,45,#Forward,16274848040,18.9047,9.45,1.57,31.28,True,187,False,45,#Forward,Match
16274848050,18.9,9.726,1.57,31.28,True,187,False,45,#Forward,16274848050,18.9042,9.7308,1.57,31.28,True,187,False,45,#Forward,Match
16274848060,18.9,10.004,1.57,31.28,True,187,False,45,#Forward,16274848060,18.9011,9.9994,1.57,31.28,True,187,False,45,#Forward,Match
16274848070,18.9,10.282,1.57,31.28,True,187,False,45,#Forward,16274848070,18.9043,10.282,1.57,31.28,True,187,False,45,#Forward,Match
16274848080,18.9,10.56,1.57,31.28,True,187,False,45,#Forward,16274848080,18.9033,10.5567,1.57,31.28,True,187,False,45,#Forward,Match
16274848090,18.9,10.838,1.57,31.28,True,187,False,45,#Forward,16274848090,18.8964,10.8426,1.57,31.28,True,187,False,45,#Forward,Match
16274848100,18.9,11.116,1.57,31.28,True,187,False,45,#Forward,16274848100,18.9034,11.1193,1.57,31.28,True,187,False,45,#Forward,Match
16274848110,18.9,11.394,1.57,31.28,True,187,False,45,#Forward,16274848110,18.8961,11.3974,1.57,31.28,True,187,False,45,#Forward,Match
16274848120,18.9,11.672,1.57,31.28,True,187,False,45,#Forward,16274848120,18.9008,11.675,1.57,31.28,True,187,False,45,#Forward,Match
16274848130,18.9,11.95,1.57,31.28,True,187,False,45,#Forward,16274848130,18.9034,11.9513,1.57,31.28,True,187,False,45,#Forward,Match
16274848140,18.9,12.228,1.57,31.28,True,187,False,45,#Forward,16274848140,18.9041,12.2237,1.57,31.28,True,187,False,45,#Forward,Match
16274848150,18.9,12.506,1.57,31.28,True,187,False,45,#Forward,16274848150,18.8979,12.503,1.57,31.28,True,187,False,45,#Forward,Match
16274848160,18.9,12.784,1.57,31.28,True,187,False,45,#Forward,16274848160,18.8958,12.7856,1.57,31.28,True,187,False,45,#Forward,Match
16274848170,18.9,13.062,1.57,31.28,True,187,False,45,#Forward,16274848170,18.902,13.0658,1.57,31.28,True,187,False,45,#Forward,Match
16274848180,18.9,13.34,1.57,31.28,True,187,False,45,#Forward,16274848180,18.9005,13.3383,1.57,31.28,True,187,False,45,#Forward,Match
16274848190,18.9,13.618,1.57,31.28,True,187,False,45,#Forward,16274848190,18.8953,13.6158,1.57,31.28,True,187,False,45,#Forward,Match
16274848200,18.9,13.896,1.57,31.28,True,187,False,45,#Forward,16274848200,18.9021,13.9008,1.57,31.28,True,187,False,45,#Forward,Match
16274848210,18.9,14.174,1.57,31.28,True,187,False,45,#Forward,16274848210,18.898,14.1785,1.57,31.28,True,187,False,45,#Forward,Match
16274848220,18.9,14.452,1.57,31.28,True,187,False,45,#Forward,16274848220,18.8963,14.4483,1.57,31.28,True,187,False,45,#Forward,Match
16274848230,18.9,14.73,1.57,31.28,True,187,False,45,#Forward,16274848230,18.9016,14.7265,1.57,31.28,True,187,False,45,#Forward,Match
16274848240,18.9,15.008,1.57,31.28,True,187,False,45,#Forward,16274848240,18.9005,15.0067,1.57,31.28,True,187,False,45,#Forward,Match
16274848250,18.9,15.286,1.57,31.28,True,187,False,45,#Forward,16274848250,18.9012,15.2878,1.57,31.28,True,187,False,45,#Forward,Match
16274848260,18.9,15.564,1.57,31.28,True,187,False,45,#Forward,16274848260,18.8978,15.5665,1.57,31.28,True,187,False,45,#Forward,Match
16274848270,18.9,15.842,1.57,31.28,True,187,False,45,#Forward,16274848270,18.8953,15.8466,1.57,31.28,True,187,False,45,#Forward,Match
16274848280,18.9,16.12,1.57,31.28,True,187,False,45,#Forward,16274848280,18.9008,16.1207,1.57,31.28,True,187,False,45,#Forward,Match
16274848290,18.9,16.398,1.57,31.28,True,187,False,45,#Forward,16274848290,18.8963,16.398,1.57,31.28,True,187,False,45,#Forward,Match
16274848300,18.9,16.676,1.57,31.28,True,187,False,45,#Forward,16274848300,18.903,16.6762,1.57,31.28,True,187,False,45,#Forward,Match
16274848310,18.9,16.954,1.57,31.28,True,187,False,45,#Forward,16274848310,18.9049,16.9503,1.57,31.28,True,187,False,45,#Forward,Match
16274848320,18.9,17.232,1.57,31.28,True,187,False,45,#Forward,16274848320,18.9048,17.2332,1.57,31.28,True,187,False,45,#Forward,Match
16274848330,18.9,17.51,1.57,31.28,True,187,False,45,#Forward,16274848330,18.8983,17.5123,1.57,31.28,True,187,False,45,#Forward,Match
16274848340,18.9,17.788,1.57,31.28,True,187,False,45,#Forward,16274848340,18.8952,17.7922,1.57,31.28,True,187,False,45,#Forward,Match
16274848350,18.9,18.066,1.57,31.28,True,187,False,45,#Forward,16274848350,18.896,18.0671,1.57,31.28,True,187,False,45,#Forward,Match
16274848360,18.9,18.344,1.57,31.28,True,187,False,45,#Forward,16274848360,18.9016,18.3445,1.57,31.28,True,187,False,45,#Forward,Match
16274848370,18.9,18.622,1.57,31.28,True,187,False,45,#Forward,16274848370,18.9027,18.617,1.57,31.28,True,187,False,45,#Forward,Match
16274848380,18.9,18.9,1.57,31.28,False,187,False,45,#Rotate,16274848380,18.8999,18.8969,1.57,31.28,False,187,False,45,#Rotate,Match
