dt-timestamp,dt-xPos,dt-yPos,dt-angle,dt-speed,dt-isMoving,dt-distance,dt-bump,dt-light,dt-action,pt-timestamp,pt-xPos,pt-yPos,pt-angle,pt-speed,pt-isMoving,pt-distance,pt-bump,pt-light,pt-action,operation
16274847350,5.0,5.0,0.0,31.28,False,37,False,45,#Forward,16274847350,5.0015,5.0033,0.0,31.28,False,37,False,45,#Forward,Match
16274847360,5.278,5.0,0.0,31.28,True,40,False,45,#Forward,16274847360,5.4052,5.0036,0.0,31.28,True,40,False,45,#Forward,Match
16274847370,5.556,5.0,0.0,31.28,True,43,False,45,#Forward,16274847370,5.8085,4.9987,0.0,31.28,True,43,False,45,#Forward,Match
16274847380,5.834,5.0,0.0,31.28,True,46,False,45,#Forward,16274847380,6.2166,4.9982,0.0,31.28,True,46,False,45,#Forward,Match
16274847390,6.112,5.0,0.0,31.28,True,49,False,45,#Forward,16274847390,6.6154,4.9996,0.0,31.28,True,49,False,45,#Forward,Match
16274847400,6.39,5.0,0.0,31.28,True,52,False,45,#Forward,16274847400,7.0147,4.9963,0.0,31.28,True,52,False,45,#Forward,Match
16274847410,6.668,5.0,0.0,31.28,True,55,False,45,#Forward,16274847410,7.4213,5.0021,0.0,31.28,True,55,False,45,#Forward,Match
16274847420,6.946,5.0,0.0,31.28,True,58,False,45,#Forward,16274847420,7.8192,4.9997,0.0,31.28,True,58,False,45,#Forward,Match
16274847430,7.224,5.0,0.0,31.28,True,61,False,45,#Forward,16274847430,8.2306,4.9965,0.0,31.28,True,61,False,45,#Forward,Match
16274847440,7.502,5.0,0.0,31.28,True,64,False,45,#Forward,16274847440,8.6321,5.0009,0.0,31.28,True,64,False,45,#Forward,Match
16274847450,7.78,5.0,0.0,31.28,True,67,False,45,#Forward,16274847450,9.0305,4.9967,0.0,31.28,True,67,False,45,#Forward,Match
16274847460,8.058,5.0,0.0,31.28,True,70,False,45,#Forward,16274847460,9.4337,5.0003,0.0,31.28,True,70,False,45,#Forward,Match
16274847470,8.336,5.0,0.0,31.28,True,73,False,45,#Forward,16274847470,9.8365,4.9973,0.0,31.28,True,73,False,45,#Forward,Match
16274847480,8.614,5.0,0.0,31.28,True,76,False,45,#Forward,16274847480,10.242,5.0032,0.0,31.28,True,76,False,45,#Forward,Match
16274847490,8.892,5.0,0.0,31.28,True,79,False,45,#Forward,16274847490,10.6411,5.0013,0.0,31.28,True,79,False,45,#Forward,Match
16274847500,9.17,5.0,0.0,31.28,True,82,False,45,#Forward,16274847500,11.0447,4.9955,0.0,31.28,True,82,False,45,#Forward,Match
16274847510,9.448,5.0,0.0,31.28,True,85,False,45,#Forward,16274847510,11.4506,5.0045,0.0,31.28,True,85,False,45,#Forward,Match
16274847520,9.726,5.0,0.0,31.28,True,88,False,45,#Forward,16274847520,11.8567,4.996,0.0,31.28,True,88,False,45,#Forward,Match
16274847530,10.004,5.0,0.0,31.28,True,91,False,45,#Forward,16274847530,12.2523,4.9986,0.0,31.3,True,91,False,45,#Forward,Match
