timestamp(s),accel(m/s2)
0.0,0.0
0.0970000000015716,0.0
0.1959999999962747,0.0
0.30799999999726424,0.0
0.3929999999963911,0.00490499999999946
0.5409999999974389,0.00490499999999946
0.5910000000003492,-0.00490499999999946
0.6900000000023283,0.0
0.8169999999954598,0.0
0.8879999999990105,0.00490499999999946
1.0190000000002328,-0.00490499999999946
1.0859999999956926,0.00980999999999892
1.1939999999958673,0.00490499999999946
1.282999999995809,0.00490499999999946
1.381999999997788,0.00490499999999946
1.4799999999959255,0.00490499999999946
1.6160000000018044,0.0
1.6779999999998836,0.0
1.8220000000001164,0.0
1.875,0.00490499999999946
2.0309999999954016,0.0
2.072999999996682,0.0
2.2549999999973807,0.00490499999999946
2.2699999999967986,-0.00490499999999946
2.3699999999953434,0.00490499999999946
2.4680000000007567,0.00980999999999892
2.614000000001397,0.00490499999999946
2.665999999997439,-0.00490499999999946
2.822999999996682,0.0
2.8629999999975553,0.0
3.0309999999954016,-0.00981000000000001
3.061999999998079,-0.00490499999999946
3.2399999999979627,-0.00490499999999946
3.2589999999981956,0.0
3.356999999996333,0.0
3.459999999999127,-0.00981000000000001
3.555000000000291,0.00490499999999946
3.6559999999954016,0.023543999999999586
3.7520000000004075,0.00490499999999946
3.856999999996333,-0.00981000000000001
3.9499999999970896,-0.023543999999999586
4.076999999997497,-0.01962000000000002
4.148000000001048,-0.00490499999999946
4.277999999998428,0.0
4.34599999999773,-0.00490499999999946
4.481999999996333,-0.00490499999999946
4.542999999997846,-0.00490499999999946
4.69999999999709,-0.01471499999999947
4.741000000001804,-0.13930199999999993
4.838999999999942,-0.2060100000000002
4.938000000001921,-0.39730499999999985
5.097000000001572,-0.4600890000000005
5.135999999998603,-0.5699610000000004
5.305000000000291,-0.7180920000000005
5.332999999998719,-0.622935
5.514999999999418,-0.7092630000000003
5.529999999998836,-0.6513840000000002
5.629999999997381,-0.7475220000000005
5.727999999995518,-0.7043579999999998
5.826999999997497,-0.6945479999999998
5.925999999999476,-0.6847379999999997
6.057999999997264,-0.6798330000000004
6.123999999996158,-0.5748659999999999
6.281999999999243,-0.5415120000000003
6.320999999996275,-0.4022100000000004
6.443999999995867,-0.3109769999999995
6.519000000000233,-0.22072499999999967
6.618000000002212,-0.07161299999999975
6.735000000000582,-0.00981000000000001
